# TOPAS Version: 3.9
# Parameter File: pristine_temp.txt
# Results for scorer: DosePhantom
# Scored in component: Phantom
# X in 1 bin  of 30 cm
# Y in 1 bin  of 30 cm
# Z in 301 bins of 0.0996678 cm
# DoseToMedium ( Gy ) : Sum   
0, 0, 0, 8.735596424003234e-08
0, 0, 1, 8.981987065226349e-08
0, 0, 2, 9.002890521969675e-08
0, 0, 3, 9.065537653896172e-08
0, 0, 4, 9.09437432028426e-08
0, 0, 5, 9.169703218958603e-08
0, 0, 6, 9.238826947921552e-08
0, 0, 7, 9.240376641628245e-08
0, 0, 8, 9.302822689960522e-08
0, 0, 9, 9.439559534030195e-08
0, 0, 10, 9.370005926712111e-08
0, 0, 11, 9.437971471015771e-08
0, 0, 12, 9.435355963205438e-08
0, 0, 13, 9.460919869752615e-08
0, 0, 14, 9.495849440099846e-08
0, 0, 15, 9.535597200738266e-08
0, 0, 16, 9.523856192572566e-08
0, 0, 17, 9.529567535082606e-08
0, 0, 18, 9.566006298200591e-08
0, 0, 19, 9.617562568564608e-08
0, 0, 20, 9.719217786141598e-08
0, 0, 21, 9.743777695803146e-08
0, 0, 22, 9.679310863930368e-08
0, 0, 23, 9.766451114501251e-08
0, 0, 24, 9.776646692216673e-08
0, 0, 25, 9.854670679487754e-08
0, 0, 26, 9.860828242835851e-08
0, 0, 27, 9.869803108131237e-08
0, 0, 28, 9.968462677534262e-08
0, 0, 29, 9.978892734352485e-08
0, 0, 30, 9.963977021243409e-08
0, 0, 31, 1.004917393743199e-07
0, 0, 32, 1.005013956500989e-07
0, 0, 33, 1.010702632697758e-07
0, 0, 34, 1.011228789593588e-07
0, 0, 35, 1.013473891475769e-07
0, 0, 36, 1.014011203892551e-07
0, 0, 37, 1.011613761647823e-07
0, 0, 38, 1.009532937246149e-07
0, 0, 39, 1.014352264405716e-07
0, 0, 40, 1.012162158531282e-07
0, 0, 41, 1.021655791078047e-07
0, 0, 42, 1.034663483778786e-07
0, 0, 43, 1.022009428197634e-07
0, 0, 44, 1.035642611668663e-07
0, 0, 45, 1.03634612003134e-07
0, 0, 46, 1.036898495954119e-07
0, 0, 47, 1.039606019048733e-07
0, 0, 48, 1.034668315469389e-07
0, 0, 49, 1.03932002559759e-07
0, 0, 50, 1.037436447859363e-07
0, 0, 51, 1.044803283889451e-07
0, 0, 52, 1.049827673682557e-07
0, 0, 53, 1.05082200718698e-07
0, 0, 54, 1.04113929921823e-07
0, 0, 55, 1.05016809470726e-07
